iter	RMSE
466	725.6237472
467	725.4030904
468	724.8371454
469	724.6023056
470	724.4516644
471	723.9837406
472	723.3417801
473	723.2338582
474	722.9069243
475	722.6693995
476	722.3118661
477	722.1066154
478	721.8093116
479	721.4667398
480	721.0696261
481	720.7164714
482	720.2690857
483	720.2178381
484	719.787604
485	719.5255521
486	719.4235984
487	719.0699468
488	718.7164897
489	718.4994102
490	718.250133
491	717.9328749
492	717.632962
493	717.2360262
494	716.6248892
495	716.350306
496	716.0858869
497	715.8872736
498	715.265814
499	715.1663862
500	715.0171188
501	714.4854567
502	714.4619068
503	714.3573769
504	713.7547914
505	713.5101945
506	713.2977562
507	713.1213044
508	712.8006204
509	712.4223227
510	712.1199174
511	711.9942159
512	711.6528159
513	711.1551317
514	710.8910152
515	710.6296384
516	710.4949287
517	709.9857886
518	709.9700371
519	709.5434938
520	709.3997051
521	709.2235472
522	708.9548035
523	708.6672168
524	708.3828202
525	708.3653939
526	708.3501815
527	708.0191945
528	707.8803335
529	707.5906116
530	707.432979
531	707.1575633
532	707.1389833
533	706.8099653
534	706.5084735
535	706.4559104
536	706.0901672
537	705.9469736
538	705.7065693
539	705.4274763
540	705.0832145
541	704.8222851
542	704.4852455
543	703.9688653
544	703.8425184
545	703.5558241
546	703.027606
547	702.7261148
548	702.4630048
549	702.3239734
550	701.7428118
551	701.5867689
552	701.4723347
553	701.2860524
554	701.2664455
555	701.2481452
556	701.0412022
557	700.7150188
558	700.3301637
559	699.8701539
560	699.4668366
561	699.1800088
562	699.0613925
563	698.7208744
564	698.2731654
565	698.1706174
566	697.8077419
567	697.3626599
568	696.9810099
569	696.6464049
570	696.2790196
571	695.9957365
572	695.648652
573	695.2112709
574	695.0523548
575	694.8029624
576	694.4102253
577	693.6227918
578	693.5022557
579	693.1250045
580	693.0017657
581	692.7706597
582	692.6150364
583	692.501414
584	692.0850316
585	691.9703213
586	691.5699373
587	691.2950379
588	691.0214736
589	690.5547024
590	690.376362
591	690.1555042
592	689.7592055
593	689.5745741
594	689.2644203
595	689.1566893
596	688.8189045
597	688.2581265
598	687.9649379
599	687.6536434
600	687.2864897
601	686.921601
602	686.614699
603	686.4044126
604	686.1047908
605	685.6063879
606	685.070723
607	684.7169998
608	684.6644001
609	684.584154
610	684.1678657
611	683.8541577
612	683.2953868
613	683.0728061
614	682.9340926
615	682.4871605
616	681.6061048
617	681.1875481
618	680.9569495
619	680.8422792
620	680.7226221
621	680.5546957
622	680.4873159
623	680.3063364
624	680.1212354
625	679.7613108
626	679.4766574
627	679.0724168
628	678.9310557
629	678.5562104
630	678.1838312
631	677.5270675
632	677.1625453
633	677.1449473
634	677.036401
635	676.8410761
636	676.5645879
637	676.2341891
638	676.1715304
639	675.8972396
640	675.8661365
641	675.8477512
642	675.5759824
643	675.3306786
644	675.1252353
645	675.0520329
646	674.9581194
647	674.7069755
648	674.3674505
649	674.1151498
650	673.8001776
651	673.6698054
652	673.3548367
653	673.2583265
654	672.9596926
655	672.681064
656	672.3832946
657	671.8083124
658	671.6103751
659	671.4012752
660	671.2775683
661	671.0831776
662	670.6612428
663	670.4203088
664	670.1449103
665	669.9728732
666	669.7375313
667	669.6473441
668	669.3632893
669	669.2827912
670	669.1036217
671	669.069006
672	668.819275
673	668.6401946
674	668.5913267
675	668.3187407
676	668.2363793
677	667.8623637
678	667.4134574
679	667.2267947
680	666.9946068
681	666.9536815
682	666.7606272
683	666.5976176
684	666.5481416
685	666.2398959
686	666.012961
687	665.845975
688	665.6413989
689	665.2508287
690	664.8845393
691	664.4186292
692	664.2327809
693	663.8416888
694	663.753616
695	663.6345611
696	663.3637768
697	663.0625298
698	662.8571255
699	662.2793476
700	662.26849
701	662.1051129
702	661.883285
703	661.4440255
704	660.9203998
705	660.7434946
706	660.4407748
707	660.0049996
708	659.6732547
709	659.5097598
710	659.0942312
711	658.8521281
712	658.7930417
713	658.4706166
714	658.3056781
715	657.8504364
716	657.7942948
717	657.5815451
718	657.4518916
719	657.1944297
720	657.0208309
721	656.9757187
722	656.8364558
723	656.7761336
724	656.4782247
725	656.276626
726	656.0549697
727	655.9220953
728	655.1065591
729	655.0764589
730	654.8217649
731	654.5127583
732	654.3564726
733	654.0576173
734	653.9120012
735	653.6500287
736	653.3862364
737	653.1188756
738	652.8196098
739	652.7027113
740	652.6792105
741	652.5711833
742	652.1545445
743	651.9781353
744	651.6321445
745	651.3236889
746	651.264326
747	650.8420308
748	650.6887766
749	650.4131037
750	650.2279515
751	650.1032863
752	650.019745
753	649.6848768
754	649.3538512
755	649.0775799
756	648.9028141
757	648.6915131
758	648.5499689
759	648.2576123
760	648.0868058
761	647.9841116
762	647.6564628
763	647.630011
764	647.5261434
765	647.4442202
766	647.2656775
767	647.0539363
768	646.807232
769	646.5003498
770	646.384609
771	646.2612512
772	645.9385942
773	645.8770649
774	645.5632404
775	645.362146
776	644.8669063
777	644.6772543
778	644.4044784
779	644.0856352
780	643.8361167
781	643.8110582
782	643.5041084
783	643.3226356
784	643.0565708
785	642.9574137
786	642.7770542
787	642.6536061
788	642.3789879
789	642.3129948
790	642.1224298
791	641.9842285
792	641.828891
793	641.5610638
794	641.4254409
795	641.3395941
796	641.2332144
797	641.0031148
798	640.78301
799	640.6935162
800	640.3559658
801	640.1202047
802	640.0015596
803	639.7040225
804	639.2947387
805	639.1647221
806	639.0025468
807	638.8957462
808	638.6402129
809	638.4041373
810	638.3658785
811	638.3492851
812	638.0014908
813	637.7492725
814	637.5294821
815	637.3174787
816	637.0822558
817	636.8293535
818	636.6111014
819	636.3730887
820	636.1727716
821	635.711165
822	635.2116078
823	635.1171274
824	634.8583727
825	634.6434549
826	634.6055792
827	634.4207262
828	634.0834989
829	633.913629
830	633.5243663
831	633.3015657
832	633.2916909
833	633.1710906
834	632.9963097
835	632.9082253
836	632.7815965
837	632.5984324
838	632.3336538
839	632.1045362
840	632.095674
841	631.8963864
842	631.7097733
843	631.6074157
844	631.4366861
845	631.1742603
846	630.807882
847	630.7798517
848	630.7332502
849	630.3840007
850	630.2686616
851	630.1265674
852	629.7964853
853	629.5161935
854	629.2702856
855	629.2574988
856	628.9712669
857	628.7535593
858	628.4875499
859	628.3150648
860	628.1528123
861	627.9718339
862	627.7927825
863	627.6306222
864	627.4936117
865	627.313125
866	627.1688022
867	627.124336
868	626.7518201
869	626.552881
870	626.1374733
871	625.9015312
872	625.8842493
873	625.6634815
874	625.4560216
875	625.4350471
876	625.1027483
877	624.8637098
878	624.8026481
879	624.6038382
880	624.5286281
881	624.2691718
882	624.0968265
883	623.9883886
884	623.961064
885	623.8798014
886	623.5484379
887	623.2480794
888	622.9529716
889	622.5049264
890	622.3509786
891	622.2932711
892	622.1686072
893	621.9320437
894	621.8298784
895	621.6596093
896	621.4031182
897	621.3906941
898	621.2912267
899	621.0799448
900	620.9092076
901	620.8089083
902	620.6541459
903	620.4676644
904	620.3112735
905	620.3028667
906	620.0781736
907	620.0304392
908	619.763085
909	619.561869
910	619.4131092
911	619.2401689
912	618.991462
913	618.8389114
914	618.7035756
915	618.2491561
916	617.9877556
917	617.809009
918	617.7127901
919	617.5228144
920	617.2954924
921	617.164307
922	617.0222982
923	616.909447
924	616.817315
925	616.5644591
926	616.3168539
927	616.1293241
928	616.0023546
929	615.5173811
930	615.2753801
931	615.21585
932	614.9353718
933	614.815478
934	614.5988876
935	614.282315
936	614.1026557
937	614.0005147
938	613.7530035
939	613.6138902
940	613.5782023
941	613.4445948
942	613.2854165
943	613.0318681
944	612.9450688
945	612.7454369
946	612.5066641
947	612.3500696
948	612.3174351
949	612.2764151
950	612.1246535
951	611.8713232
952	611.7808631
953	611.6868597
954	611.4535702
955	611.4330482
956	611.2500853
957	611.1327684
958	610.8853624
959	610.4153786
960	610.0800075
961	609.9175464
962	609.8297694
963	609.641848
964	609.5450083
965	609.227916
966	609.1981905
967	608.8880101
968	608.8516436
969	608.7488893
970	608.5854034
971	608.3368275
972	608.2107432
973	608.0373973
974	607.8847115
975	607.6230092
976	607.2549673
977	607.2088751
978	607.0626585
979	606.8308138
980	606.7018311
981	606.442843
982	606.3739132
983	606.3060841
984	605.8926973
985	605.6438234
986	605.3097123
987	605.2080732
988	605.0784416
989	604.8835886
990	604.7224263
991	604.5696109
992	604.2972705
993	604.0190405
994	603.9732747
995	603.8443226
996	603.611478
997	603.5606188
998	603.4436973
999	603.1298144
